"REF_DATE","GEO","DGUID","Census year (2)","Age (in single years), average age and median age (128)","Gender (3a)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Prince Edward Island","2021A000211","2021","50 to 54 years","Men+","","0","units","0","","7.1.64.2","4840","","","","0"
"2021","Prince Edward Island","2021A000211","2021","50 to 54 years","Women+","","0","units","0","","7.1.64.3","5115","","","","0"
"2021","Prince Edward Island","2021A000211","2021","50","Total - Gender","","0","units","0","","7.1.65.1","2050","","","","0"
"2021","Prince Edward Island","2021A000211","2021","50","Men+","","0","units","0","","7.1.65.2","1020","","","","0"
"2021","Prince Edward Island","2021A000211","2021","50","Women+","","0","units","0","","7.1.65.3","1035","","","","0"
"2021","Prince Edward Island","2021A000211","2021","51","Total - Gender","","0","units","0","","7.1.66.1","1965","","","","0"
"2021","Prince Edward Island","2021A000211","2021","51","Men+","","0","units","0","","7.1.66.2","940","","","","0"
"2021","Prince Edward Island","2021A000211","2021","51","Women+","","0","units","0","","7.1.66.3","1025","","","","0"
"2021","Prince Edward Island","2021A000211","2021","52","Total - Gender","","0","units","0","","7.1.67.1","2005","","","","0"
"2021","Prince Edward Island","2021A000211","2021","52","Men+","","0","units","0","","7.1.67.2","985","","","","0"
"2021","Prince Edward Island","2021A000211","2021","52","Women+","","0","units","0","","7.1.67.3","1020","","","","0"
"2021","Prince Edward Island","2021A000211","2021","53","Total - Gender","","0","units","0","","7.1.68.1","1925","","","","0"
"2021","Prince Edward Island","2021A000211","2021","53","Men+","","0","units","0","","7.1.68.2","905","","","","0"
"2021","Prince Edward Island","2021A000211","2021","53","Women+","","0","units","0","","7.1.68.3","1020","","","","0"
"2021","Prince Edward Island","2021A000211","2021","54","Total - Gender","","0","units","0","","7.1.69.1","2020","","","","0"
"2021","Prince Edward Island","2021A000211","2021","54","Men+","","0","units","0","","7.1.69.2","995","","","","0"
"2021","Prince Edward Island","2021A000211","2021","54","Women+","","0","units","0","","7.1.69.3","1025","","","","0"
"2021","Prince Edward Island","2021A000211","2021","55 to 59 years","Total - Gender","","0","units","0","","7.1.70.1","11645","","","","0"
"2021","Prince Edward Island","2021A000211","2021","55 to 59 years","Men+","","0","units","0","","7.1.70.2","5640","","","","0"
"2021","Prince Edward Island","2021A000211","2021","55 to 59 years","Women+","","0","units","0","","7.1.70.3","6000","","","","0"
"2021","Prince Edward Island","2021A000211","2021","55","Total - Gender","","0","units","0","","7.1.71.1","2055","","","","0"
"2021","Prince Edward Island","2021A000211","2021","55","Men+","","0","units","0","","7.1.71.2","1020","","","","0"
"2021","Prince Edward Island","2021A000211","2021","55","Women+","","0","units","0","","7.1.71.3","1040","","","","0"
"2021","Prince Edward Island","2021A000211","2021","56","Total - Gender","","0","units","0","","7.1.72.1","2375","","","","0"
"2021","Prince Edward Island","2021A000211","2021","56","Men+","","0","units","0","","7.1.72.2","1180","","","","0"
"2021","Prince Edward Island","2021A000211","2021","56","Women+","","0","units","0","","7.1.72.3","1200","","","","0"
"2021","Prince Edward Island","2021A000211","2021","57","Total - Gender","","0","units","0","","7.1.73.1","2405","","","","0"
"2021","Prince Edward Island","2021A000211","2021","57","Men+","","0","units","0","","7.1.73.2","1115","","","","0"
"2021","Prince Edward Island","2021A000211","2021","57","Women+","","0","units","0","","7.1.73.3","1290","","","","0"
"2021","Prince Edward Island","2021A000211","2021","58","Total - Gender","","0","units","0","","7.1.74.1","2450","","","","0"
"2021","Prince Edward Island","2021A000211","2021","58","Men+","","0","units","0","","7.1.74.2","1175","","","","0"
"2021","Prince Edward Island","2021A000211","2021","58","Women+","","0","units","0","","7.1.74.3","1275","","","","0"
"2021","Prince Edward Island","2021A000211","2021","59","Total - Gender","","0","units","0","","7.1.75.1","2350","","","","0"
"2021","Prince Edward Island","2021A000211","2021","59","Men+","","0","units","0","","7.1.75.2","1155","","","","0"
"2021","Prince Edward Island","2021A000211","2021","59","Women+","","0","units","0","","7.1.75.3","1200","","","","0"
"2021","Prince Edward Island","2021A000211","2021","60 to 64 years","Total - Gender","","0","units","0","","7.1.76.1","11430","","","","0"
"2021","Prince Edward Island","2021A000211","2021","60 to 64 years","Men+","","0","units","0","","7.1.76.2","5465","","","","0"
"2021","Prince Edward Island","2021A000211","2021","60 to 64 years","Women+","","0","units","0","","7.1.76.3","5970","","","","0"
"2021","Prince Edward Island","2021A000211","2021","60","Total - Gender","","0","units","0","","7.1.77.1","2415","","","","0"
"2021","Prince Edward Island","2021A000211","2021","60","Men+","","0","units","0","","7.1.77.2","1150","","","","0"
"2021","Prince Edward Island","2021A000211","2021","60","Women+","","0","units","0","","7.1.77.3","1270","","","","0"
"2021","Prince Edward Island","2021A000211","2021","61","Total - Gender","","0","units","0","","7.1.78.1","2345","","","","0"
"2021","Prince Edward Island","2021A000211","2021","61","Men+","","0","units","0","","7.1.78.2","1115","","","","0"
"2021","Prince Edward Island","2021A000211","2021","61","Women+","","0","units","0","","7.1.78.3","1230","","","","0"
"2021","Prince Edward Island","2021A000211","2021","62","Total - Gender","","0","units","0","","7.1.79.1","2210","","","","0"
"2021","Prince Edward Island","2021A000211","2021","62","Men+","","0","units","0","","7.1.79.2","1065","","","","0"
"2021","Prince Edward Island","2021A000211","2021","62","Women+","","0","units","0","","7.1.79.3","1140","","","","0"
"2021","Prince Edward Island","2021A000211","2021","63","Total - Gender","","0","units","0","","7.1.80.1","2280","","","","0"
"2021","Prince Edward Island","2021A000211","2021","63","Men+","","0","units","0","","7.1.80.2","1105","","","","0"
"2021","Prince Edward Island","2021A000211","2021","63","Women+","","0","units","0","","7.1.80.3","1175","","","","0"
"2021","Prince Edward Island","2021A000211","2021","64 ","Total - Gender","","0","units","0","","7.1.81.1","2175","","","","0"
"2021","Prince Edward Island","2021A000211","2021","64 ","Men+","","0","units","0","","7.1.81.2","1025","","","","0"
"2021","Prince Edward Island","2021A000211","2021","64 ","Women+","","0","units","0","","7.1.81.3","1155","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65 years and over","Total - Gender","","0","units","0","","7.1.82.1","32710","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65 years and over","Men+","","0","units","0","","7.1.82.2","15055","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65 years and over","Women+","","0","units","0","","7.1.82.3","17650","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65 to 69 years","Total - Gender","","0","units","0","","7.1.83.1","10500","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65 to 69 years","Men+","","0","units","0","","7.1.83.2","5055","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65 to 69 years","Women+","","0","units","0","","7.1.83.3","5445","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65","Total - Gender","","0","units","0","","7.1.84.1","2280","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65","Men+","","0","units","0","","7.1.84.2","1115","","","","0"
"2021","Prince Edward Island","2021A000211","2021","65","Women+","","0","units","0","","7.1.84.3","1170","","","","0"
"2021","Prince Edward Island","2021A000211","2021","66","Total - Gender","","0","units","0","","7.1.85.1","2160","","","","0"
"2021","Prince Edward Island","2021A000211","2021","66","Men+","","0","units","0","","7.1.85.2","1030","","","","0"
"2021","Prince Edward Island","2021A000211","2021","66","Women+","","0","units","0","","7.1.85.3","1125","","","","0"
"2021","Prince Edward Island","2021A000211","2021","67","Total - Gender","","0","units","0","","7.1.86.1","2145","","","","0"
"2021","Prince Edward Island","2021A000211","2021","67","Men+","","0","units","0","","7.1.86.2","1000","","","","0"
"2021","Prince Edward Island","2021A000211","2021","67","Women+","","0","units","0","","7.1.86.3","1150","","","","0"
"2021","Prince Edward Island","2021A000211","2021","68","Total - Gender","","0","units","0","","7.1.87.1","1985","","","","0"
"2021","Prince Edward Island","2021A000211","2021","68","Men+","","0","units","0","","7.1.87.2","930","","","","0"
"2021","Prince Edward Island","2021A000211","2021","68","Women+","","0","units","0","","7.1.87.3","1055","","","","0"
"2021","Prince Edward Island","2021A000211","2021","69","Total - Gender","","0","units","0","","7.1.88.1","1925","","","","0"
"2021","Prince Edward Island","2021A000211","2021","69","Men+","","0","units","0","","7.1.88.2","975","","","","0"
"2021","Prince Edward Island","2021A000211","2021","69","Women+","","0","units","0","","7.1.88.3","955","","","","0"
"2021","Prince Edward Island","2021A000211","2021","70 to 74 years","Total - Gender","","0","units","0","","7.1.89.1","9195","","","","0"
"2021","Prince Edward Island","2021A000211","2021","70 to 74 years","Men+","","0","units","0","","7.1.89.2","4420","","","","0"
"2021","Prince Edward Island","2021A000211","2021","70 to 74 years","Women+","","0","units","0","","7.1.89.3","4770","","","","0"
"2021","Prince Edward Island","2021A000211","2021","70","Total - Gender","","0","units","0","","7.1.90.1","1850","","","","0"
"2021","Prince Edward Island","2021A000211","2021","70","Men+","","0","units","0","","7.1.90.2","905","","","","0"
"2021","Prince Edward Island","2021A000211","2021","70","Women+","","0","units","0","","7.1.90.3","950","","","","0"
"2021","Prince Edward Island","2021A000211","2021","71","Total - Gender","","0","units","0","","7.1.91.1","1875","","","","0"
"2021","Prince Edward Island","2021A000211","2021","71","Men+","","0","units","0","","7.1.91.2","865","","","","0"
"2021","Prince Edward Island","2021A000211","2021","71","Women+","","0","units","0","","7.1.91.3","1010","","","","0"
"2021","Prince Edward Island","2021A000211","2021","72","Total - Gender","","0","units","0","","7.1.92.1","1830","","","","0"
"2021","Prince Edward Island","2021A000211","2021","72","Men+","","0","units","0","","7.1.92.2","855","","","","0"
"2021","Prince Edward Island","2021A000211","2021","72","Women+","","0","units","0","","7.1.92.3","975","","","","0"
"2021","Prince Edward Island","2021A000211","2021","73","Total - Gender","","0","units","0","","7.1.93.1","1840","","","","0"
"2021","Prince Edward Island","2021A000211","2021","73","Men+","","0","units","0","","7.1.93.2","900","","","","0"
"2021","Prince Edward Island","2021A000211","2021","73","Women+","","0","units","0","","7.1.93.3","945","","","","0"
"2021","Prince Edward Island","2021A000211","2021","74","Total - Gender","","0","units","0","","7.1.94.1","1790","","","","0"
"2021","Prince Edward Island","2021A000211","2021","74","Men+","","0","units","0","","7.1.94.2","895","","","","0"
"2021","Prince Edward Island","2021A000211","2021","74","Women+","","0","units","0","","7.1.94.3","895","","","","0"
"2021","Prince Edward Island","2021A000211","2021","75 to 79 years","Total - Gender","","0","units","0","","7.1.95.1","5775","","","","0"
"2021","Prince Edward Island","2021A000211","2021","75 to 79 years","Men+","","0","units","0","","7.1.95.2","2680","","","","0"
"2021","Prince Edward Island","2021A000211","2021","75 to 79 years","Women+","","0","units","0","","7.1.95.3","3100","","","","0"
"2021","Prince Edward Island","2021A000211","2021","75","Total - Gender","","0","units","0","","7.1.96.1","1350","","","","0"
"2021","Prince Edward Island","2021A000211","2021","75","Men+","","0","units","0","","7.1.96.2","650","","","","0"
"2021","Prince Edward Island","2021A000211","2021","75","Women+","","0","units","0","","7.1.96.3","700","","","","0"
"2021","Prince Edward Island","2021A000211","2021","76","Total - Gender","","0","units","0","","7.1.97.1","1255","","","","0"
"2021","Prince Edward Island","2021A000211","2021","76","Men+","","0","units","0","","7.1.97.2","580","","","","0"
"2021","Prince Edward Island","2021A000211","2021","76","Women+","","0","units","0","","7.1.97.3","675","","","","0"
"2021","Prince Edward Island","2021A000211","2021","77","Total - Gender","","0","units","0","","7.1.98.1","1275","","","","0"
"2021","Prince Edward Island","2021A000211","2021","77","Men+","","0","units","0","","7.1.98.2","570","","","","0"
"2021","Prince Edward Island","2021A000211","2021","77","Women+","","0","units","0","","7.1.98.3","700","","","","0"
"2021","Prince Edward Island","2021A000211","2021","78","Total - Gender","","0","units","0","","7.1.99.1","970","","","","0"
"2021","Prince Edward Island","2021A000211","2021","78","Men+","","0","units","0","","7.1.99.2","465","","","","0"
"2021","Prince Edward Island","2021A000211","2021","78","Women+","","0","units","0","","7.1.99.3","505","","","","0"
"2021","Prince Edward Island","2021A000211","2021","79","Total - Gender","","0","units","0","","7.1.100.1","925","","","","0"
"2021","Prince Edward Island","2021A000211","2021","79","Men+","","0","units","0","","7.1.100.2","415","","","","0"
"2021","Prince Edward Island","2021A000211","2021","79","Women+","","0","units","0","","7.1.100.3","510","","","","0"
"2021","Prince Edward Island","2021A000211","2021","80 to 84 years","Total - Gender","","0","units","0","","7.1.101.1","3730","","","","0"
"2021","Prince Edward Island","2021A000211","2021","80 to 84 years","Men+","","0","units","0","","7.1.101.2","1615","","","","0"
"2021","Prince Edward Island","2021A000211","2021","80 to 84 years","Women+","","0","units","0","","7.1.101.3","2110","","","","0"
"2021","Prince Edward Island","2021A000211","2021","80","Total - Gender","","0","units","0","","7.1.102.1","885","","","","0"
"2021","Prince Edward Island","2021A000211","2021","80","Men+","","0","units","0","","7.1.102.2","405","","","","0"
"2021","Prince Edward Island","2021A000211","2021","80","Women+","","0","units","0","","7.1.102.3","480","","","","0"
